Total_Invoice_Amount	Year	Total_Invoice_Count	Client	Supplier_ref
4822171.190000	2016	292.000000	"con edison"	"software guidance & assistance"
5222562.480000	2017	292.000000	"con edison"	"software guidance & assistance"
4822171.190000	2016	292.000000	"con edison"	"software guidance & assistance"
2440244.460000	2018	292.000000	"con edison"	"software guidance & assistance"
368322.180000	2016	58.500000	"con edison"	"solenis"
435006.580000	2017	58.500000	"con edison"	"solenis"
483628.880000	2018	58.500000	"con edison"	"solenis"
368322.180000	2016	58.500000	"con edison"	"solenis"
3660748.860000	2016	7.500000	"con edison"	"south jersey resources group"
2075656.150000	2018	7.500000	"con edison"	"south jersey resources group"
3660748.860000	2016	7.500000	"con edison"	"south jersey resources group"
2786957.250000	2017	7.500000	"con edison"	"south jersey resources group"
2038963.800000	2018	25.500000	"con edison"	"southern cross corp"
0.000000	2016	25.500000	"con edison"	"southern cross corp"
483420.020000	2017	25.500000	"con edison"	"southern cross corp"
0.000000	2016	25.500000	"con edison"	"southern cross corp"
1096628.630000	2016	33.750000	"con edison"	"southern states"
1096628.630000	2016	33.750000	"con edison"	"southern states"
2050423.120000	2017	33.750000	"con edison"	"southern states"
1496377.850000	2018	33.750000	"con edison"	"southern states"
13402956.930000	2018	4.250000	"con edison"	"sparks energy"
1119483.570000	2017	4.250000	"con edison"	"sparks energy"
0.000000	2016	4.250000	"con edison"	"sparks energy"
0.000000	2016	4.250000	"con edison"	"sparks energy"
55659.980000	2017	3.000000	"con edison"	"spectron energy"
1013975.300000	2018	3.000000	"con edison"	"spectron energy"
6267.760000	2016	3.000000	"con edison"	"spectron energy"
6267.760000	2016	3.000000	"con edison"	"spectron energy"
0.000000	2016	3.250000	"con edison"	"spirax sarco"
0.000000	2016	3.250000	"con edison"	"spirax sarco"
725642.660000	2017	3.250000	"con edison"	"spirax sarco"
720007.860000	2018	3.250000	"con edison"	"spirax sarco"
152719.800000	2017	10.750000	"con edison"	"stantec consulting services"
743467.260000	2016	10.750000	"con edison"	"stantec consulting services"
388067.550000	2018	10.750000	"con edison"	"stantec consulting services"
743467.260000	2016	10.750000	"con edison"	"stantec consulting services"
3347372.270000	2017	11995.750000	"con edison"	"staples advantage"
3675062.920000	2016	11995.750000	"con edison"	"staples advantage"
3675062.920000	2016	11995.750000	"con edison"	"staples advantage"
3389526.350000	2018	11995.750000	"con edison"	"staples advantage"
5034676.470000	2016	2625.750000	"con edison"	"steadman parking services"
1714891.110000	2018	2625.750000	"con edison"	"steadman parking services"
4060197.810000	2017	2625.750000	"con edison"	"steadman parking services"
5034676.470000	2016	2625.750000	"con edison"	"steadman parking services"
6158835.850000	2016	228.250000	"con edison"	"step mar contracting corp"
6158835.850000	2016	228.250000	"con edison"	"step mar contracting corp"
7323378.600000	2017	228.250000	"con edison"	"step mar contracting corp"
6246355.430000	2018	228.250000	"con edison"	"step mar contracting corp"
0.000000	2016	0.250000	"con edison"	"story services"
3795740.960000	2018	0.250000	"con edison"	"story services"
0.000000	2017	0.250000	"con edison"	"story services"
0.000000	2016	0.250000	"con edison"	"story services"
4526459.250000	2016	1415.750000	"con edison"	"stuart c irby co dba irby utilities"
4395720.070000	2018	1415.750000	"con edison"	"stuart c irby co dba irby utilities"
3957500.610000	2017	1415.750000	"con edison"	"stuart c irby co dba irby utilities"
4526459.250000	2016	1415.750000	"con edison"	"stuart c irby co dba irby utilities"
1558020.430000	2016	90.250000	"con edison"	"stuart steel protection corp"
1060339.580000	2018	90.250000	"con edison"	"stuart steel protection corp"
1036741.200000	2017	90.250000	"con edison"	"stuart steel protection corp"
1558020.430000	2016	90.250000	"con edison"	"stuart steel protection corp"
1198549.510000	2017	192.000000	"con edison"	"sunbelt rentals"
1116522.380000	2018	192.000000	"con edison"	"sunbelt rentals"
1193703.840000	2016	192.000000	"con edison"	"sunbelt rentals"
1193703.840000	2016	192.000000	"con edison"	"sunbelt rentals"
544395.630000	2017	10.500000	"con edison"	"synergos technologies"
398535.750000	2016	10.500000	"con edison"	"synergos technologies"
509729.060000	2018	10.500000	"con edison"	"synergos technologies"
398535.750000	2016	10.500000	"con edison"	"synergos technologies"
3399253.000000	2016	3.000000	"con edison"	"taihan electric usa"
4209396.010000	2018	3.000000	"con edison"	"taihan electric usa"
3592316.370000	2017	3.000000	"con edison"	"taihan electric usa"
3399253.000000	2016	3.000000	"con edison"	"taihan electric usa"
2485415.370000	2017	9.250000	"con edison"	"tc electric"
0.000000	2016	9.250000	"con edison"	"tc electric"
13481279.190000	2018	9.250000	"con edison"	"tc electric"
0.000000	2016	9.250000	"con edison"	"tc electric"
302301.280000	2018	24.250000	"con edison"	"td williamson"
1236246.160000	2016	24.250000	"con edison"	"td williamson"
1236246.160000	2016	24.250000	"con edison"	"td williamson"
1041253.820000	2017	24.250000	"con edison"	"td williamson"
1311525.100000	2017	12.750000	"con edison"	"technical components co"
181050.600000	2016	12.750000	"con edison"	"technical components co"
181050.600000	2016	12.750000	"con edison"	"technical components co"
183242.200000	2018	12.750000	"con edison"	"technical components co"
3478817.220000	2017	33.000000	"con edison"	"thinkeco"
2265774.810000	2016	33.000000	"con edison"	"thinkeco"
7827478.700000	2018	33.000000	"con edison"	"thinkeco"
2265774.810000	2016	33.000000	"con edison"	"thinkeco"
696147.500000	2016	70.750000	"con edison"	"thomson reuters"
338684.980000	2018	70.750000	"con edison"	"thomson reuters"
650390.560000	2017	70.750000	"con edison"	"thomson reuters"
696147.500000	2016	70.750000	"con edison"	"thomson reuters"
3347826.220000	2016	290.250000	"con edison"	"titanic underground contractors corp"
4113832.180000	2018	290.250000	"con edison"	"titanic underground contractors corp"
3347826.220000	2016	290.250000	"con edison"	"titanic underground contractors corp"
4422302.170000	2017	290.250000	"con edison"	"titanic underground contractors corp"
165531.040000	2017	2.000000	"con edison"	"total gas & power north america"
1867890.000000	2016	2.000000	"con edison"	"total gas & power north america"
0.000000	2018	2.000000	"con edison"	"total gas & power north america"
1867890.000000	2016	2.000000	"con edison"	"total gas & power north america"
1443838.410000	2017	28.750000	"con edison"	"trc environmental corp"
225085.330000	2016	28.750000	"con edison"	"trc environmental corp"
225085.330000	2016	28.750000	"con edison"	"trc environmental corp"
1782214.810000	2018	28.750000	"con edison"	"trc environmental corp"
8134403.670000	2016	203.750000	"con edison"	"trees"
4755671.340000	2018	203.750000	"con edison"	"trees"
8134403.670000	2016	203.750000	"con edison"	"trees"
5637815.900000	2017	203.750000	"con edison"	"trees"
31577358.430000	2018	253.000000	"con edison"	"tri messine construction co"
26506104.680000	2016	253.000000	"con edison"	"tri messine construction co"
26506104.680000	2016	253.000000	"con edison"	"tri messine construction co"
28195095.110000	2017	253.000000	"con edison"	"tri messine construction co"
40044.020000	2017	6.000000	"con edison"	"tripwire"
563476.460000	2016	6.000000	"con edison"	"tripwire"
563476.460000	2016	6.000000	"con edison"	"tripwire"
0.000000	2018	6.000000	"con edison"	"tripwire"
53124871.580000	2016	1067.000000	"con edison"	"triumph construction corp"
53124871.580000	2016	1067.000000	"con edison"	"triumph construction corp"
65813295.230000	2017	1067.000000	"con edison"	"triumph construction corp"
56973436.580000	2018	1067.000000	"con edison"	"triumph construction corp"
8011120.480000	2018	791.250000	"con edison"	"triumvirate environmental"
9361403.310000	2017	791.250000	"con edison"	"triumvirate environmental"
5815548.060000	2016	791.250000	"con edison"	"triumvirate environmental"
5815548.060000	2016	791.250000	"con edison"	"triumvirate environmental"
7015354.150000	2016	521.750000	"con edison"	"tsr consulting services"
13775080.220000	2018	521.750000	"con edison"	"tsr consulting services"
8622812.670000	2017	521.750000	"con edison"	"tsr consulting services"
7015354.150000	2016	521.750000	"con edison"	"tsr consulting services"
6926197.650000	2018	23.500000	"con edison"	"tully construction co"
4516262.070000	2017	23.500000	"con edison"	"tully construction co"
5389688.260000	2016	23.500000	"con edison"	"tully construction co"
5389688.260000	2016	23.500000	"con edison"	"tully construction co"
24294929.890000	2018	93.500000	"con edison"	"turtle & hughes"
501421.260000	2016	93.500000	"con edison"	"turtle & hughes"
501421.260000	2016	93.500000	"con edison"	"turtle & hughes"
293884.720000	2017	93.500000	"con edison"	"turtle & hughes"
516559.780000	2016	3.500000	"con edison"	"unify"
384200.000000	2017	3.500000	"con edison"	"unify"
0.000000	2018	3.500000	"con edison"	"unify"
516559.780000	2016	3.500000	"con edison"	"unify"
5102047.150000	2016	39.000000	"con edison"	"usic locating services"
5102047.150000	2016	39.000000	"con edison"	"usic locating services"
7702488.880000	2017	39.000000	"con edison"	"usic locating services"
9854274.930000	2018	39.000000	"con edison"	"usic locating services"
18870453.440000	2016	566.250000	"con edison"	"vali industries"
24818549.680000	2017	566.250000	"con edison"	"vali industries"
18870453.440000	2016	566.250000	"con edison"	"vali industries"
27242221.210000	2018	566.250000	"con edison"	"vali industries"
157635.740000	2016	2.750000	"con edison"	"veolia es industrial services"
157635.740000	2016	2.750000	"con edison"	"veolia es industrial services"
8522.070000	2017	2.750000	"con edison"	"veolia es industrial services"
0.000000	2018	2.750000	"con edison"	"veolia es industrial services"
5523975.980000	2016	64.750000	"con edison"	"verde electric corp"
5260336.490000	2017	64.750000	"con edison"	"verde electric corp"
6315797.180000	2018	64.750000	"con edison"	"verde electric corp"
5523975.980000	2016	64.750000	"con edison"	"verde electric corp"
556256.740000	2016	5.750000	"con edison"	"vmware"
561081.810000	2017	5.750000	"con edison"	"vmware"
28134.040000	2018	5.750000	"con edison"	"vmware"
556256.740000	2016	5.750000	"con edison"	"vmware"
6004831.720000	2016	14.500000	"con edison"	"von roll transformers"
6004831.720000	2016	14.500000	"con edison"	"von roll transformers"
7447469.000000	2018	14.500000	"con edison"	"von roll transformers"
3625217.780000	2017	14.500000	"con edison"	"von roll transformers"
230032.000000	2016	2.000000	"con edison"	"washington gas light co"
1294875.000000	2018	2.000000	"con edison"	"washington gas light co"
230032.000000	2016	2.000000	"con edison"	"washington gas light co"
6763260.620000	2017	2.000000	"con edison"	"washington gas light co"
17583386.690000	2016	24.500000	"con edison"	"waterworks a joint venture"
12790869.260000	2018	24.500000	"con edison"	"waterworks a joint venture"
17583386.690000	2016	24.500000	"con edison"	"waterworks a joint venture"
15400847.830000	2017	24.500000	"con edison"	"waterworks a joint venture"
5378575.060000	2016	2350.000000	"con edison"	"wesco distribution"
5310626.090000	2018	2350.000000	"con edison"	"wesco distribution"
5256816.340000	2017	2350.000000	"con edison"	"wesco distribution"
5378575.060000	2016	2350.000000	"con edison"	"wesco distribution"
5367531.500000	2017	31.500000	"con edison"	"west monroe partners"
2135980.500000	2016	31.500000	"con edison"	"west monroe partners"
6189878.000000	2018	31.500000	"con edison"	"west monroe partners"
2135980.500000	2016	31.500000	"con edison"	"west monroe partners"
239429.750000	2016	25.000000	"con edison"	"weston solutions"
625117.940000	2018	25.000000	"con edison"	"weston solutions"
193957.600000	2017	25.000000	"con edison"	"weston solutions"
239429.750000	2016	25.000000	"con edison"	"weston solutions"
484667.420000	2017	14.250000	"con edison"	"wgs equipment and controls"
731958.960000	2018	14.250000	"con edison"	"wgs equipment and controls"
165980.000000	2016	14.250000	"con edison"	"wgs equipment and controls"
165980.000000	2016	14.250000	"con edison"	"wgs equipment and controls"
4443376.890000	2018	6.750000	"con edison"	"wigen companies  dba wigen water technologies"
3742866.000000	2016	6.750000	"con edison"	"wigen companies  dba wigen water technologies"
4872927.470000	2017	6.750000	"con edison"	"wigen companies  dba wigen water technologies"
3742866.000000	2016	6.750000	"con edison"	"wigen companies  dba wigen water technologies"
52368089.260000	2018	148.750000	"con edison"	"willdan energy solutions"
47504910.980000	2016	148.750000	"con edison"	"willdan energy solutions"
47504910.980000	2016	148.750000	"con edison"	"willdan energy solutions"
58400391.990000	2017	148.750000	"con edison"	"willdan energy solutions"
647424.800000	2016	1504.750000	"con edison"	"williams scotsman"
1038847.360000	2018	1504.750000	"con edison"	"williams scotsman"
647424.800000	2016	1504.750000	"con edison"	"williams scotsman"
1265349.690000	2017	1504.750000	"con edison"	"williams scotsman"
14413016.350000	2016	87.250000	"con edison"	"williams specialty services"
11179355.890000	2018	87.250000	"con edison"	"williams specialty services"
14413016.350000	2016	87.250000	"con edison"	"williams specialty services"
11016441.870000	2017	87.250000	"con edison"	"williams specialty services"
212389.020000	2018	28.250000	"con edison"	"winston & strawn llp"
481455.940000	2016	28.250000	"con edison"	"winston & strawn llp"
390422.860000	2017	28.250000	"con edison"	"winston & strawn llp"
481455.940000	2016	28.250000	"con edison"	"winston & strawn llp"
15199090.270000	2018	44.500000	"con edison"	"yonkers contracting co"
17866597.560000	2016	44.500000	"con edison"	"yonkers contracting co"
13402948.740000	2017	44.500000	"con edison"	"yonkers contracting co"
17866597.560000	2016	44.500000	"con edison"	"yonkers contracting co"
