Supplier	Total_Invoice_Amount	Total_Invoice_Count	Year	Client	Record_Count
"Bud Griffin Customer Support, Inc"	9700.000000	4.000000	2015	"equinor"	1
"Bud Griffin Customer Support, Inc"	12299.880000	5.000000	2016	"equinor"	2
"Bud Griffin Customer Support, Inc"	5001.280000	2.000000	2017	"equinor"	1
"Bud Griffin Customer Support, Inc"	35984.820000	17.000000	2018	"equinor"	2
"BugWare, Inc."	1176840.000000	24.000000	2015	"equinor"	3
"BugWare, Inc."	36325.900000	6.000000	2016	"equinor"	3
"BugWare, Inc."	42125.000000	6.000000	2017	"equinor"	3
"BugWare, Inc."	34875.000000	5.000000	2018	"equinor"	2
"Building Image Group, Inc."	13000.820000	2.000000	2018	"equinor"	1
"Bullet Wireline International Inc."	343282.250000	95.000000	2015	"equinor"	2
"Bullet Wireline International Inc."	140970.250000	44.000000	2016	"equinor"	1
"Bull's Eye Services, LLC"	582826.560000	45.000000	2015	"equinor"	2
"Bull's Eye Services, LLC"	58922.360000	4.000000	2016	"equinor"	1
"Bull's Eye Services, LLC"	81797.440000	7.000000	2017	"equinor"	1
"Bull's Eye Services, LLC"	205813.310000	10.000000	2018	"equinor"	1
"Bullzeye Oilfield Services LLC"	108036.300000	10.000000	2017	"equinor"	1
"Bullzeye Oilfield Services LLC"	24670.500000	2.000000	2018	"equinor"	1
"Bureau Of Economic Geology"	50000.000000	1.000000	2016	"equinor"	1
"Bureau Of Economic Geology"	201517.000000	4.000000	2018	"equinor"	2
"Bureau of National Affairs"	2736.420000	1.000000	2017	"equinor"	1
"Bureau Veritas North America, Inc"	2460.000000	2.000000	2015	"equinor"	1
"Bureau Veritas North America, Inc"	38681.660000	6.000000	2017	"equinor"	3
"Bureau Veritas North America, Inc"	40435.550000	34.000000	2018	"equinor"	3
"Burintekh USA, LLC"	48456.250000	5.000000	2018	"equinor"	1
"Burk General Contractors, LLC"	11455.450000	2.000000	2015	"equinor"	1
"Burner Combustion Systems, LLC"	14585.470000	3.000000	2017	"equinor"	1
"Burner Combustion Systems, LLC"	17077.820000	5.000000	2018	"equinor"	1
"Burrow Global Services, LLC"	1703961.410000	340.000000	2015	"equinor"	2
"Burrow Global Services, LLC"	3683063.880000	555.000000	2016	"equinor"	5
"Burrow Global Services, LLC"	5876572.120000	902.000000	2017	"equinor"	4
"Burrow Global Services, LLC"	3873177.960000	593.000000	2018	"equinor"	2
"Butch's Rat Hole and Anchors Servic"	111536.040000	26.000000	2016	"equinor"	2
"Butch's Rat Hole and Anchors Servic"	771498.040000	59.000000	2017	"equinor"	1
"Butch's Rat Hole and Anchors Servic"	841224.680000	43.000000	2018	"equinor"	2
"BW Offshore Singapore Pte. Ltd."	50000.000000	1.000000	2016	"equinor"	1
"Byers , Minton & Associates , LLC"	65000.000000	10.000000	2017	"equinor"	1
"Byers , Minton & Associates , LLC"	58500.000000	9.000000	2018	"equinor"	1
"C & D Water Services"	1081.120000	66.000000	2017	"equinor"	2
"C & D Water Services"	1368.750000	77.000000	2018	"equinor"	2
"C Brewer, Inc"	14822.500000	6.000000	2015	"equinor"	1
"C Company General Contractors LLC"	258771.260000	44.000000	2015	"equinor"	2
"C Company General Contractors LLC"	8005.000000	4.000000	2016	"equinor"	1
"C&C Rentals, LLC"	10899.980000	10.000000	2015	"equinor"	2
"C&J Spec-Rent Services Inc"	79270.680000	3.000000	2015	"equinor"	1
"C&J Spec-Rent Services Inc"	2765253.240000	183.000000	2016	"equinor"	2
"C&J Spec-Rent Services Inc"	725314.130000	151.000000	2017	"equinor"	2
"C&J Spec-Rent Services Inc"	1354873.770000	125.000000	2018	"equinor"	5
"C&J Well Services Inc."	57428.600000	52.000000	2015	"equinor"	1
"C&J Well Services Inc."	72371.500000	27.000000	2016	"equinor"	3
"C&J Well Services Inc."	1496509.780000	370.000000	2017	"equinor"	4
"C&J Well Services Inc."	183755.910000	181.000000	2018	"equinor"	3
"C&M Oilfield Rentals, LLC"	84851.300000	20.000000	2018	"equinor"	2
"Cabo Bob's LLC"	2106.860000	6.000000	2018	"equinor"	1
"Cactus Wellhead LLC"	8339503.080000	1288.000000	2015	"equinor"	2
"Cactus Wellhead LLC"	4412879.420000	639.000000	2016	"equinor"	5
"Cactus Wellhead LLC"	10525033.520000	1216.000000	2017	"equinor"	12
"Cactus Wellhead LLC"	13910520.820000	1437.000000	2018	"equinor"	12
"Cal Industries, LLC"	18375.000000	1.000000	2018	"equinor"	1
"Cal-Kern LLC"	1156.500000	3.000000	2015	"equinor"	1
"CAM Integrated Solutions, LLC"	7562.500000	1.000000	2018	"equinor"	1
"CAM Safety, LLC"	1221.030000	11.000000	2015	"equinor"	1
"CAM Safety, LLC"	3277.330000	10.000000	2016	"equinor"	1
"CAM Safety, LLC"	17470.760000	19.000000	2017	"equinor"	3
"CAM Safety, LLC"	15152.430000	23.000000	2018	"equinor"	3
"Cambrian Consultants (CC) America,"	154484.300000	2.000000	2015	"equinor"	2
"Cambrian Consultants (CC) America,"	68471.580000	2.000000	2016	"equinor"	1
"Cambridge Carbonates Ltd"	10420.400000	1.000000	2015	"equinor"	1
"Cambridge Carbonates Ltd"	29852.600000	4.000000	2017	"equinor"	1
"Cameron International Corporation"	9816806.540000	826.000000	2015	"equinor"	8
"Cameron International Corporation"	7216777.710000	455.000000	2016	"equinor"	5
"Cameron International Corporation"	8376934.780000	855.000000	2017	"equinor"	8
"Cameron International Corporation"	9008909.370000	941.000000	2018	"equinor"	6
"Cameron Solutions Inc"	4118415.730000	920.000000	2015	"equinor"	4
"Cameron Solutions Inc"	1773005.990000	583.000000	2016	"equinor"	6
"Cameron Solutions Inc"	1043959.160000	660.000000	2017	"equinor"	6
"Cameron Solutions Inc"	248865.200000	55.000000	2018	"equinor"	7
"Cameron Solutions Inc."	1285724.660000	1.000000	2015	"equinor"	1
"Cameron's Measurement Systems"	18318.330000	3.000000	2015	"equinor"	2
"Canary, LLC"	1695097.980000	1017.000000	2015	"equinor"	4
"Canary, LLC"	198887.980000	285.000000	2016	"equinor"	3
"Canary, LLC"	542773.010000	370.000000	2017	"equinor"	4
"Canary, LLC"	116276.480000	61.000000	2018	"equinor"	3
"Canrig Drilling Technology, LTD"	31090.000000	51.000000	2016	"equinor"	1
"Canteen Vending Services Division"	13605.560000	12.000000	2015	"equinor"	1
"Canteen Vending Services Division"	145093.080000	51.000000	2016	"equinor"	1
"Canteen Vending Services Division"	159806.540000	72.000000	2017	"equinor"	2
"Canteen Vending Services Division"	229130.750000	68.000000	2018	"equinor"	2
"Cape Electrical Supply LLC"	113587.200000	1.000000	2015	"equinor"	1
"Cape Electrical Supply LLC"	40850.000000	1.000000	2016	"equinor"	1
"Capex Oilfield Services Inc"	4200420.140000	206.000000	2015	"equinor"	2
"Capex Oilfield Services Inc"	1723844.540000	112.000000	2016	"equinor"	2
"Capex Oilfield Services Inc"	2888217.590000	181.000000	2017	"equinor"	2
"Capex Oilfield Services Inc"	3649339.480000	84.000000	2018	"equinor"	5
"Capgemini U.S. LLC"	943805.280000	11.000000	2015	"equinor"	2
"Capgemini U.S. LLC"	2025160.310000	36.000000	2016	"equinor"	3
"Capgemini U.S. LLC"	1689691.730000	43.000000	2017	"equinor"	3
"Capgemini U.S. LLC"	1308526.130000	35.000000	2018	"equinor"	3
"CAPITAL RIDGE HOTEL AUSTIN, LP"	4578.200000	3.000000	2016	"equinor"	1
"CAPITAL RIDGE HOTEL AUSTIN, LP"	13271.680000	3.000000	2017	"equinor"	1
"Capitol Corporate Services"	240.000000	2.000000	2015	"equinor"	1
"Capitol Corporate Services"	420.000000	2.000000	2016	"equinor"	1
"Capitol Corporate Services"	360.000000	3.000000	2017	"equinor"	1
"Capitol Corporate Services"	520.000000	3.000000	2018	"equinor"	1
"CapRock UK Ltd"	7471.480000	1.000000	2016	"equinor"	1
"Capstar Chauffeurs"	12762.760000	3.000000	2015	"equinor"	1
"Carboline Company"	19369.390000	20.000000	2016	"equinor"	2
"Carboline Company"	62507.140000	66.000000	2017	"equinor"	4
"Carboline Company"	8855.500000	17.000000	2018	"equinor"	2
"Carbon Trust Advisory Ltd."	110985.660000	2.000000	2018	"equinor"	1
"Carlton K Massey DBA Chick-fil-a"	1573.470000	5.000000	2015	"equinor"	2
"Carrier411 Services, Inc."	2451.440000	2.000000	2017	"equinor"	2
"Carson Design Associates"	25373.130000	5.000000	2016	"equinor"	1
"Carson Design Associates"	43588.280000	28.000000	2017	"equinor"	2
"Carson Design Associates"	6298.680000	6.000000	2018	"equinor"	2
"Cartus Corporation"	28458076.420000	567.000000	2015	"equinor"	13
"Cartus Corporation"	12319034.370000	224.000000	2016	"equinor"	8
"Cartus Corporation"	1207625.990000	348.000000	2017	"equinor"	6
"Cartus Corporation"	2461964.040000	537.000000	2018	"equinor"	9
"Cartus Limited"	1938.270000	3.000000	2016	"equinor"	1
"Cartus Limited"	30931.400000	3.000000	2017	"equinor"	1
"Cartwright LLC"	1010170.000000	563.000000	2015	"equinor"	3
"Cartwright LLC"	437105.000000	388.000000	2016	"equinor"	2
"Cartwright LLC"	452970.000000	258.000000	2017	"equinor"	2
"Cartwright LLC"	513840.000000	112.000000	2018	"equinor"	2
"CASCADE Integrated Services, LLC."	1354924.870000	916.000000	2015	"equinor"	4
"CASCADE Integrated Services, LLC."	53254.370000	41.000000	2016	"equinor"	1
"CASCADE Integrated Services, LLC."	-1387.750000	4.000000	2018	"equinor"	1
"Casedhole Solutions"	3933093.240000	412.000000	2015	"equinor"	4
"Casedhole Solutions"	5809003.800000	379.000000	2016	"equinor"	4
"Casedhole Solutions"	3727773.170000	354.000000	2017	"equinor"	7
"Casedhole Solutions"	986851.100000	108.000000	2018	"equinor"	4
"Castros Consulting LLC"	93201.750000	4.000000	2015	"equinor"	1
"Castros Consulting LLC"	279323.550000	14.000000	2016	"equinor"	1
"Castros Consulting LLC"	265929.590000	12.000000	2017	"equinor"	1
"Catalyst Finance, L.P."	82730.000000	6.000000	2018	"equinor"	1
"Catering by Rosemary, Inc."	35613.710000	3.000000	2016	"equinor"	1
"Caterpillar Financial Services,"	24209.200000	9.000000	2016	"equinor"	1
"Caterpillar Financial Services,"	40902.140000	14.000000	2017	"equinor"	1
"Caterpillar Financial Services,"	26029.900000	9.000000	2018	"equinor"	1
"Cawley, Gillespie & Associates, INC"	2688.170000	1.000000	2015	"equinor"	1
"CB Cafes Main, LLC"	728.490000	2.000000	2018	"equinor"	1
"CB Richard Ellis"	388987.450000	16.000000	2015	"equinor"	1
"CB Richard Ellis"	110875.430000	21.000000	2016	"equinor"	2
"CB Richard Ellis"	501794.400000	15.000000	2017	"equinor"	2
"CB Richard Ellis"	1421782.810000	16.000000	2018	"equinor"	2
"CB Richard Ellis, Inc."	448243.300000	2.000000	2017	"equinor"	1
"CBT Partners, LTD."	12259.300000	8.000000	2016	"equinor"	2
"CBT Partners, LTD."	26385.900000	15.000000	2017	"equinor"	1
"CBT Partners, LTD."	17590.600000	10.000000	2018	"equinor"	1
"CC Forbes LLC"	269765.080000	20.000000	2015	"equinor"	3
"CC Forbes LLC"	728002.750000	317.000000	2016	"equinor"	2
"CC Forbes LLC"	1382368.800000	383.000000	2017	"equinor"	5
"CC Forbes LLC"	3755063.460000	567.000000	2018	"equinor"	8
"CCH Incorporated"	11643.280000	1.000000	2015	"equinor"	1
"CCH Incorporated"	11992.770000	1.000000	2016	"equinor"	1
"CCH Incorporated"	12182.060000	1.000000	2017	"equinor"	1
"CCH Incorporated"	12425.710000	1.000000	2018	"equinor"	1
"CDM Resource Management LLC"	1375368.240000	67.000000	2015	"equinor"	4
"CDM Resource Management LLC"	2174986.720000	115.000000	2016	"equinor"	4
"CDM Resource Management LLC"	2462893.680000	244.000000	2017	"equinor"	3
"CDM Resource Management LLC"	1146479.990000	120.000000	2018	"equinor"	2
"Cdw Direct"	48790.280000	29.000000	2015	"equinor"	12
"Cdw Direct"	8607.650000	11.000000	2016	"equinor"	6
"Cdw Direct"	33608.430000	35.000000	2017	"equinor"	6
"Cdw Direct"	11411.090000	28.000000	2018	"equinor"	6
"Cdw Direct LLC"	1150.720000	1.000000	2015	"equinor"	1
"Cdw Direct LLC"	300.940000	3.000000	2016	"equinor"	2
"CEC Corrosion Services, LLC"	22531.270000	5.000000	2016	"equinor"	1
"CEC Corrosion Services, LLC"	2469.130000	1.000000	2017	"equinor"	1
"Cenergy International Services LLC"	780634.260000	115.000000	2015	"equinor"	5
"Cenergy International Services LLC"	85489.130000	28.000000	2016	"equinor"	1
"Cenergy International Services LLC"	70422.070000	23.000000	2017	"equinor"	2
"Cenergy International Services LLC"	113596.040000	28.000000	2018	"equinor"	2
"Center Fire Welding Service Inc."	125009.000000	49.000000	2015	"equinor"	1
"Center Fire Welding Service Inc."	626132.790000	29.000000	2016	"equinor"	2
"Center Fire Welding Service Inc."	841859.470000	151.000000	2017	"equinor"	2
"Center Fire Welding Service Inc."	232013.290000	30.000000	2018	"equinor"	2
"Center for a New American Security"	50000.000000	1.000000	2018	"equinor"	1
"Center for Toxicology and Environme"	2549688.260000	29.000000	2015	"equinor"	1
"Center for Toxicology and Environme"	30558.750000	1.000000	2016	"equinor"	1
"Central Dispatch Inc."	184595.110000	153.000000	2015	"equinor"	3
"Central Dispatch Inc."	63846.140000	64.000000	2016	"equinor"	2
"Central Dispatch Inc."	246.510000	1.000000	2017	"equinor"	1
"Central Dispatch Inc."	176343.750000	10.000000	2018	"equinor"	3
"Central Environmental Services, LLC"	2849029.890000	764.000000	2015	"equinor"	5
"Central Environmental Services, LLC"	925348.960000	194.000000	2016	"equinor"	3
"Central Environmental Services, LLC"	659649.100000	311.000000	2017	"equinor"	2
"Central Environmental Services, LLC"	2100266.250000	660.000000	2018	"equinor"	3
"Century Companies Inc."	3547128.000000	213.000000	2015	"equinor"	3
"Century Companies Inc."	153525.270000	15.000000	2016	"equinor"	2
"Century Graphics & Sign, Inc"	25638.340000	33.000000	2015	"equinor"	2
"Century Graphics & Sign, Inc"	25232.040000	21.000000	2016	"equinor"	1
"Century Graphics & Sign, Inc"	119028.350000	18.000000	2017	"equinor"	2
"Century Graphics & Sign, Inc"	31173.240000	54.000000	2018	"equinor"	4
"Century Hospitality New Martinsvill"	250.000000	1.000000	2018	"equinor"	1
"Century TC5"	1620.360000	1.000000	2017	"equinor"	1
"Cessac Worksite Services, Inc."	359669.590000	83.000000	2015	"equinor"	2
"Cessac Worksite Services, Inc."	137190.270000	115.000000	2016	"equinor"	1
"Cessac Worksite Services, Inc."	198727.360000	107.000000	2017	"equinor"	1
"Cessac Worksite Services, Inc."	343910.820000	141.000000	2018	"equinor"	1
"CFI Mechanical Inc."	3842.880000	2.000000	2015	"equinor"	1
"CFI Mechanical Inc."	7485.490000	1.000000	2016	"equinor"	1
"CFI Mechanical Inc."	339.830000	1.000000	2017	"equinor"	1
"CFI Mechanical Inc."	313.930000	1.000000	2018	"equinor"	1
"CGG Services (U.S.) Inc."	27839500.000000	6.000000	2015	"equinor"	2
"CGG Services (U.S.) Inc."	5625500.000000	6.000000	2016	"equinor"	1
"CH2M HILL Engineers, Inc."	91957.110000	7.000000	2015	"equinor"	2
"CH2M HILL Engineers, Inc."	208457.640000	17.000000	2016	"equinor"	3
"CH2M HILL Engineers, Inc."	84576.060000	11.000000	2017	"equinor"	2
"CH2M HILL Engineers, Inc."	39113.570000	9.000000	2018	"equinor"	1
"CH4P LLC DBA Best Western Plus"	11394.150000	7.000000	2015	"equinor"	1
"CH4P LLC DBA Best Western Plus"	26271.330000	8.000000	2016	"equinor"	1
"Challenger Industries Inc"	1941434.830000	494.000000	2015	"equinor"	8
"Challenger Industries Inc"	336525.180000	220.000000	2016	"equinor"	3
"Champ Construction, Inc"	632340.000000	3.000000	2016	"equinor"	1
"Champ Construction, Inc"	412258.190000	3.000000	2017	"equinor"	1
"Chapman Engineering, Inc."	965151.430000	65.000000	2015	"equinor"	6
"Chapman Engineering, Inc."	104535.230000	33.000000	2016	"equinor"	2
"Chapman Engineering, Inc."	23921.930000	4.000000	2017	"equinor"	1
"Chapman Engineering, Inc."	635935.210000	10.000000	2018	"equinor"	2
"Charlie Brown's Airport Parking"	7253.720000	4.000000	2015	"equinor"	1
"Charlie Brown's Airport Parking"	861.480000	1.000000	2016	"equinor"	1
"Charter Oak Consulting Group Inc"	11400.000000	3.000000	2018	"equinor"	1
"Chemical Weed Control, Inc."	8463.770000	12.000000	2016	"equinor"	1
"Chemical Weed Control, Inc."	186234.110000	212.000000	2017	"equinor"	2
"Chemical Weed Control, Inc."	315672.410000	284.000000	2018	"equinor"	2
"Chesapeake Appalachia, LLC"	181913.970000	4.000000	2016	"equinor"	1
"Chevron Energy Technology"	325000.000000	1.000000	2015	"equinor"	1
"Chick-fil-A at Westheimer & Kirkwoo"	4195.110000	17.000000	2015	"equinor"	1
"Chick-fil-A at Westheimer & Kirkwoo"	284.590000	2.000000	2016	"equinor"	1
"Chick-fil-A at Westheimer & Kirkwoo"	141.430000	1.000000	2017	"equinor"	1
"Chick-fil-A at Westheimer & Kirkwoo"	468.770000	2.000000	2018	"equinor"	1
"Chinook Wind LLC"	45202.500000	4.000000	2015	"equinor"	1
"Chinook Wind LLC"	23558.610000	1.000000	2016	"equinor"	1
"Ciacie Energy Services, LLC"	316230.000000	5.000000	2015	"equinor"	1
"Cimation, LLC"	115294.960000	9.000000	2015	"equinor"	4
"Cimation, LLC"	6561.390000	2.000000	2016	"equinor"	1
"Cinco Energy Services"	370059.600000	19.000000	2015	"equinor"	2
"Cinco Energy Services"	274089.110000	12.000000	2016	"equinor"	1
"Cintas #86"	2845.640000	25.000000	2017	"equinor"	1
"Cintas #86"	6211.000000	40.000000	2018	"equinor"	1
"Cintas Corporation"	21487.670000	85.000000	2015	"equinor"	3
"Cintas Corporation"	35029.430000	155.000000	2016	"equinor"	8
"Cintas Corporation"	51594.100000	217.000000	2017	"equinor"	14
"Cintas Corporation"	33565.970000	133.000000	2018	"equinor"	9
"Cintas Corporation #531"	390.040000	9.000000	2015	"equinor"	1
"Cintas Corporation #531"	141.760000	2.000000	2016	"equinor"	1
"Cintas Corporation #531"	2367.710000	37.000000	2017	"equinor"	1
"Cintas Corporation #531"	3039.390000	45.000000	2018	"equinor"	1
"Cintas First Aid & Safety"	3474.220000	12.000000	2016	"equinor"	2
"Cintas First Aid & Safety"	33321.330000	74.000000	2017	"equinor"	7
"Cintas First Aid & Safety"	30150.260000	95.000000	2018	"equinor"	6
"Circa Texas, Inc."	44028.650000	2.000000	2015	"equinor"	2
"Citibank Global Executive Banking"	1200.000000	2.000000	2017	"equinor"	1
"Citibank Global Executive Banking"	840.000000	1.000000	2018	"equinor"	1
"City Centre Hotel Partners, LP"	6869.660000	1.000000	2015	"equinor"	1
"City Centre Hotel Partners, LP"	22578.910000	5.000000	2017	"equinor"	2
"City Centre Hotel Partners, LP"	28862.410000	9.000000	2018	"equinor"	3
"Citynet LLC"	1148.910000	8.000000	2018	"equinor"	1
"Civil & Environmental Consultants,"	5349.730000	6.000000	2015	"equinor"	1
"C-K Associates, LLC"	34178.090000	18.000000	2015	"equinor"	2
"C-K Associates, LLC"	4314.580000	6.000000	2016	"equinor"	1
"C-K Associates, LLC"	3665.520000	6.000000	2017	"equinor"	2
"C-K Associates, LLC"	10998.690000	15.000000	2018	"equinor"	1
"Claire L. Sullivan & Associates"	114035.000000	3.000000	2016	"equinor"	1
"Claire L. Sullivan & Associates"	147437.970000	2.000000	2017	"equinor"	1
"Claire L. Sullivan & Associates"	149350.870000	2.000000	2018	"equinor"	1
"ClampOn, Inc."	10042.000000	1.000000	2017	"equinor"	1
"Clariant Corporation"	7477.560000	1.000000	2016	"equinor"	1
"Clariant Corporation"	243715.560000	13.000000	2017	"equinor"	2
"Clark Duncan & Morris Inc"	251918.110000	18.000000	2017	"equinor"	2
"Clark Duncan & Morris Inc"	243660.890000	46.000000	2018	"equinor"	4
"Clean Gulf Associates Services, LLC"	15000.000000	3.000000	2017	"equinor"	1
"Clean Gulf Associates Services, LLC"	15000.000000	3.000000	2018	"equinor"	1
"Clean Gulf Associates, Inc."	15000.000000	3.000000	2015	"equinor"	1
"Clean Gulf Associates, Inc."	10000.000000	2.000000	2016	"equinor"	1
"Clean Harbors Environmental Service"	190106.940000	1.000000	2015	"equinor"	1
"Clean Harbors Environmental Service"	26770.520000	1.000000	2016	"equinor"	1
"Clean Harbors Surface Rentals USA "	1675613.600000	15.000000	2015	"equinor"	1
"Clean Harbors Surface Rentals USA "	477645.220000	7.000000	2016	"equinor"	1
"Clean Harbors Surface Rentals USA "	46926.300000	16.000000	2017	"equinor"	1
"Clean Harbors Surface Rentals USA "	23489.300000	6.000000	2018	"equinor"	1
"Clean Tank, LLC"	1088737.710000	58.000000	2015	"equinor"	3
"Clean Tank, LLC"	181470.000000	8.000000	2016	"equinor"	2
"Clear Energy Services LLC"	1662601.730000	50.000000	2017	"equinor"	4
"Clear Energy Services LLC"	6543742.910000	53.000000	2018	"equinor"	3
"ClipperData LLC"	88050.550000	1.000000	2015	"equinor"	1
"ClipperData LLC"	169734.000000	2.000000	2016	"equinor"	2
"ClipperData LLC"	285108.000000	3.000000	2018	"equinor"	2
"C-Logistics, LLC"	4096665.200000	27.000000	2015	"equinor"	3
"C-Logistics, LLC"	2290416.360000	30.000000	2016	"equinor"	2
"C-Logistics, LLC"	1031166.410000	25.000000	2017	"equinor"	2
"C-Logistics, LLC"	931677.060000	23.000000	2018	"equinor"	2
"Cloud9 Technologies LLC"	7710.390000	13.000000	2018	"equinor"	1
"Clutch City Sports & Entertainment"	154421.000000	5.000000	2017	"equinor"	1
"Clutch City Sports & Entertainment"	143195.000000	3.000000	2018	"equinor"	1
"Coastal Chemical Co., LLC"	29462.850000	18.000000	2018	"equinor"	2
"Coastal Supply Company"	241275.120000	218.000000	2015	"equinor"	4
"Coastal Supply Company"	159771.380000	124.000000	2016	"equinor"	4
"Coastal Supply Company"	286884.290000	165.000000	2017	"equinor"	4
"Coastal Supply Company"	306596.880000	138.000000	2018	"equinor"	6
"Coastal, Inc"	2556.180000	3.000000	2017	"equinor"	1
"Coastal, Inc"	1660.100000	1.000000	2018	"equinor"	1
"Coates RV Williston, Inc."	97176.000000	4.000000	2015	"equinor"	1
"Coating Specialties LLC"	303977.860000	10.000000	2018	"equinor"	2
"Coats Engineering, Inc"	82000.000000	1.000000	2015	"equinor"	1
"Cobia Controls, LLC"	12083.000000	2.000000	2018	"equinor"	1
"Coen Energy, LLC"	4990185.200000	127.000000	2017	"equinor"	1
"Coen Energy, LLC"	5975759.700000	138.000000	2018	"equinor"	1
"Coil Tubing Partners, LLC."	3213523.130000	48.000000	2015	"equinor"	1
"Coil Tubing Partners, LLC."	1419186.770000	26.000000	2016	"equinor"	1
"Coil Tubing Partners, LLC."	4397657.470000	68.000000	2017	"equinor"	2
"Coil Tubing Partners, LLC."	6092427.590000	62.000000	2018	"equinor"	2
"Cold Bore Technology Inc."	28000.000000	1.000000	2018	"equinor"	1
"Cole International Tubular Service,"	35452.820000	4.000000	2015	"equinor"	1
"Cole International Tubular Service,"	37745.910000	5.000000	2016	"equinor"	1
"Colin Hecker Consulting L.L.C."	389055.000000	33.000000	2015	"equinor"	1
"Colin Hecker Consulting L.L.C."	352195.100000	26.000000	2016	"equinor"	1
"Colin Hecker Consulting L.L.C."	370254.000000	35.000000	2017	"equinor"	1
"Colin Hecker Consulting L.L.C."	412077.190000	23.000000	2018	"equinor"	1
"Colonial Parking Inc."	10667.770000	6.000000	2015	"equinor"	1
"Colonial Parking Inc."	21193.660000	9.000000	2016	"equinor"	1
"Colonial Parking Inc."	19678.310000	10.000000	2017	"equinor"	1
"Colonial Parking Inc."	24814.140000	14.000000	2018	"equinor"	2
"Colorado School of Mines"	200000.000000	1.000000	2015	"equinor"	1
"Colorado State University"	19000.000000	1.000000	2017	"equinor"	1
"Colter Energy Services USA Inc."	465323.500000	19.000000	2017	"equinor"	1
"Colter Energy Services USA Inc."	836205.990000	23.000000	2018	"equinor"	1
"Comcast"	4989.490000	31.000000	2015	"equinor"	3
"Comcast"	417.360000	8.000000	2016	"equinor"	3
"Comcast"	1113.130000	9.000000	2017	"equinor"	1
"Comcast"	1294.850000	10.000000	2018	"equinor"	2
"Commercial Radio Systems, LLC"	14361.920000	10.000000	2015	"equinor"	3
"Commercial Radio Systems, LLC"	12127.900000	12.000000	2016	"equinor"	2
"Commercial Radio Systems, LLC"	11082.730000	13.000000	2017	"equinor"	1
"Commercial Radio Systems, LLC"	10539.160000	12.000000	2018	"equinor"	1
"Common Sense Inspection, Inc"	1188130.000000	504.000000	2015	"equinor"	1
"Common Sense Inspection, Inc"	815089.000000	348.000000	2016	"equinor"	1
"Common Sense Inspection, Inc"	922127.000000	216.000000	2017	"equinor"	2
"Common Sense Inspection, Inc"	1062760.000000	229.000000	2018	"equinor"	2
"Commonwealth of Pennsylvania"	270.630000	1.000000	2017	"equinor"	1
"Compania Hill & Knowlton Mexico SA"	26450.000000	14.000000	2015	"equinor"	1
"Compass Group USA, Inc."	405789.410000	38.000000	2016	"equinor"	2
"Compass Group USA, Inc."	511508.300000	48.000000	2017	"equinor"	3
"Compass Group USA, Inc."	643367.280000	46.000000	2018	"equinor"	2
"Compass Lexecon LLC"	4657.950000	2.000000	2016	"equinor"	2
"Compass Lexecon LLC"	175218.210000	7.000000	2017	"equinor"	2
"Compass Lexecon LLC"	38857.010000	3.000000	2018	"equinor"	1
"Competentia , Inc"	477222.270000	39.000000	2017	"equinor"	1
"Competentia , Inc"	6216481.190000	393.000000	2018	"equinor"	2
"Complete Energy Services LLC"	86322.390000	4.000000	2018	"equinor"	1
"Complt Oilfield Mgt & Maint Inc"	675.000000	1.000000	2015	"equinor"	1
"Compressor Systems Inc"	1381496.830000	111.000000	2015	"equinor"	1
"Compressor Systems Inc"	1062002.110000	95.000000	2016	"equinor"	2
"Compressor Systems Inc"	950356.650000	74.000000	2017	"equinor"	2
"CompuCom Systems, Inc."	45384.140000	5.000000	2016	"equinor"	1
"CompuCom Systems, Inc."	77784.450000	10.000000	2017	"equinor"	2
"CompuCom Systems, Inc."	121712.500000	16.000000	2018	"equinor"	1
"Computer Modelling Group Ltd."	1075430.420000	3.000000	2016	"equinor"	3
"Computer Training Solutions"	388.180000	1.000000	2018	"equinor"	1
"Computershare Shareholder"	61142.810000	13.000000	2015	"equinor"	2
"Computershare Shareholder"	61832.830000	12.000000	2016	"equinor"	1
"Computershare Shareholder"	51205.030000	11.000000	2017	"equinor"	1
"Computershare Shareholder"	63834.290000	11.000000	2018	"equinor"	3
"Conduit Resources, Inc."	119616.250000	1.000000	2018	"equinor"	1
"Conroe Instrument & Controls Co."	7781.000000	1.000000	2015	"equinor"	1
"Consolidated Pipe and Supply, Inc."	648970.990000	5.000000	2017	"equinor"	1
"Consolidated Pipe and Supply, Inc."	36515.380000	1.000000	2018	"equinor"	1
"Consumer Energy Education Alliance"	10000.000000	1.000000	2018	"equinor"	1
"Contek Solutions, LLC"	242123.560000	16.000000	2015	"equinor"	1
"Contek Solutions, LLC"	253174.910000	19.000000	2016	"equinor"	1
"Control Risks Group Ltd."	46104.960000	2.000000	2015	"equinor"	1
"Control Risks México SA de CV"	62072.950000	2.000000	2015	"equinor"	1
"Control Risks México SA de CV"	181780.030000	9.000000	2016	"equinor"	2
"Conveyabull, Inc."	926650.310000	133.000000	2015	"equinor"	1
"Conveyabull, Inc."	52390.250000	9.000000	2016	"equinor"	1
"Coonrod Electric Co., Inc."	43478.460000	15.000000	2016	"equinor"	1
"Coonrod Electric Co., Inc."	26369.630000	14.000000	2017	"equinor"	2
"Coonrod Electric Co., Inc."	42207.280000	14.000000	2018	"equinor"	3
"Coordinated Moving Systems, Inc"	125824.960000	7.000000	2015	"equinor"	1
